frame_number,timestamp_sec,object_id,team,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
233,8.03,53,Team A,0.9184,375,221,554,535
233,8.03,55,Team A,0.9118,859,382,959,537
233,8.03,57,Team B,0.8622,173,125,354,535
233,8.03,67,Team A,0.8398,579,111,725,464
234,8.07,43,Team A,0.9403,0,104,123,532
234,8.07,52,Team A,0.9009,93,83,224,534
234,8.07,53,Team A,0.8743,375,218,543,535
234,8.07,55,Team A,0.9107,860,381,960,537
234,8.07,57,Team B,0.8532,162,124,345,535
234,8.07,67,Team A,0.8352,575,97,744,488
234,8.07,65,Team A,0.8145,485,139,598,521
235,8.1,43,Team A,0.9429,0,103,118,532
235,8.1,52,Team B,0.9036,88,84,219,533
235,8.1,53,Team A,0.8929,374,215,537,535
235,8.1,55,Team A,0.917,861,382,960,537
235,8.1,57,Team B,0.813,159,123,336,535
235,8.1,67,Team A,0.8251,557,92,760,504
235,8.1,65,Team A,0.8676,486,137,597,517
236,8.14,43,Team A,0.9109,0,104,118,533
236,8.14,52,Team B,0.8797,84,87,215,526
236,8.14,53,Team A,0.8885,372,215,535,535
236,8.14,55,Team A,0.9191,863,382,960,537
236,8.14,57,Team B,0.8332,156,123,327,536
236,8.14,67,Team A,0.8516,547,91,769,522
236,8.14,65,Team A,0.8732,484,139,593,515
237,8.17,43,Team B,0.9364,0,104,131,534
237,8.17,52,Team B,0.8899,82,86,214,529
237,8.17,53,Team A,0.8906,369,213,529,535
237,8.17,55,Team A,0.9187,864,382,959,537
237,8.17,57,Team B,0.7301,154,128,317,535
237,8.17,67,Team A,0.8839,542,94,776,527
237,8.17,65,Team A,0.8918,479,137,589,508
238,8.21,43,Team A,0.8734,0,105,102,532
238,8.21,52,Team B,0.8833,79,83,203,533
238,8.21,53,Team A,0.912,363,213,515,535
238,8.21,55,Team A,0.9155,865,383,959,537
238,8.21,57,Team B,0.8209,164,123,304,534
238,8.21,67,Team A,0.8668,533,92,782,525
238,8.21,65,Team A,0.8685,470,141,585,517
239,8.24,43,Team A,0.9215,0,107,91,531
239,8.24,52,Team B,0.8945,77,82,212,534
239,8.24,53,Team A,0.9197,360,213,506,535
239,8.24,55,Team A,0.9071,867,384,959,538
239,8.24,57,Team B,0.8556,161,123,293,535
239,8.24,67,Team A,0.8464,564,96,788,503
239,8.24,65,Team A,0.9043,468,140,582,528
240,8.28,43,Team A,0.9057,0,108,88,530
240,8.28,52,Team B,0.8956,67,83,209,533
240,8.28,53,Team A,0.8687,344,214,499,534
240,8.28,55,Team A,0.9127,869,385,959,537
240,8.28,57,Team B,0.8906,152,124,290,534
240,8.28,67,Team A,0.895,562,98,796,498
240,8.28,65,Team A,0.8644,461,138,578,527
241,8.31,43,Team B,0.8864,0,110,86,530
241,8.31,52,Team B,0.8885,61,82,201,533
241,8.31,53,Team A,0.8669,341,217,495,535
241,8.31,55,Team A,0.9114,870,386,960,537
241,8.31,57,Team B,0.868,139,125,284,536
241,8.31,67,Team A,0.8891,585,98,813,497
241,8.31,65,Team A,0.879,438,134,577,528
242,8.34,43,Team B,0.8454,0,110,82,529
242,8.34,52,Team B,0.8771,54,85,193,531
242,8.34,53,Team A,0.8417,343,218,492,535
242,8.34,55,Team A,0.9053,872,386,960,537
242,8.34,57,Team B,0.8288,132,125,278,535
242,8.34,67,Team A,0.8625,629,96,828,497
242,8.34,65,Team A,0.8131,446,133,573,511
243,8.38,43,Team B,0.5343,0,110,81,456
243,8.38,52,Team B,0.8732,50,88,181,524
243,8.38,53,Team A,0.8719,342,217,480,535
243,8.38,55,Team A,0.9017,874,385,959,537
243,8.38,57,Team B,0.8435,127,128,282,535
243,8.38,67,Team A,0.9122,628,103,834,494
243,8.38,65,Team A,0.8332,452,126,569,521
244,8.41,43,Team B,0.8067,0,109,80,433
244,8.41,52,Team B,0.8799,21,91,176,529
244,8.41,53,Team A,0.8785,338,211,470,535
244,8.41,55,Team A,0.9006,874,383,959,537
244,8.41,57,Team B,0.8528,117,128,256,534
244,8.41,67,Team A,0.9182,627,88,838,487
244,8.41,65,Team A,0.8779,450,123,567,520
245,8.45,43,Team B,0.7407,0,107,73,478
245,8.45,52,Team B,0.8452,18,94,157,534
245,8.45,53,Team A,0.9027,334,217,463,535
245,8.45,55,Team A,0.9009,873,379,959,537
245,8.45,57,Team B,0.8741,113,127,259,535
245,8.45,67,Team A,0.9396,622,86,842,493
245,8.45,65,Team A,0.8991,438,124,565,521
246,8.48,43,Team B,0.7154,0,104,71,514
246,8.48,52,Team B,0.8988,1,96,147,534
246,8.48,53,Team A,0.9082,331,216,462,535
246,8.48,55,Team A,0.8987,872,377,959,536
246,8.48,57,Team B,0.8613,115,129,249,534
246,8.48,67,Team A,0.9397,613,86,846,493
246,8.48,65,Team A,0.8905,434,117,565,521
247,8.52,43,Team B,0.6483,0,105,66,475
247,8.52,52,Team B,0.9235,0,100,139,536
247,8.52,53,Team A,0.8995,330,215,463,536
247,8.52,55,Team A,0.9027,871,377,959,537
247,8.52,57,Team B,0.8974,120,124,244,535
247,8.52,67,Team A,0.8489,607,89,849,489
247,8.52,65,Team A,0.8525,429,120,580,521
248,8.55,43,Team B,0.6335,0,106,65,486
248,8.55,52,Team B,0.9,0,104,134,532
248,8.55,53,Team A,0.9,328,217,457,535
248,8.55,55,Team A,0.912,871,375,959,537
248,8.55,57,Team B,0.8952,117,123,245,536
248,8.55,67,Team A,0.9094,618,78,850,487
248,8.55,65,Team A,0.869,430,120,598,520
248,8.55,72,Team A,0.7432,254,123,412,532
249,8.59,43,Team B,0.6047,0,106,63,519
249,8.59,52,Team B,0.9302,0,107,130,535
249,8.59,53,Team A,0.8962,326,216,456,536
249,8.59,55,Team A,0.9071,871,374,959,537
249,8.59,57,Team B,0.8982,115,122,244,535
249,8.59,67,Team A,0.8664,602,94,854,490
249,8.59,65,Team A,0.8882,406,127,607,519
249,8.59,72,Team A,0.783,246,126,384,528
249,8.59,73,Team A,0.8631,183,83,302,521
250,8.62,43,Team B,0.5968,0,110,58,526
250,8.62,52,Team B,0.8844,6,110,119,534
250,8.62,53,Team A,0.886,325,216,454,536
250,8.62,55,Team A,0.9108,872,373,959,537
250,8.62,57,Team B,0.8955,115,125,245,534
250,8.62,67,Team A,0.9001,627,102,861,492
250,8.62,65,Team A,0.9027,425,124,614,521
250,8.62,72,Team A,0.8707,240,129,377,527
250,8.62,73,Team A,0.8491,188,90,302,519
251,8.66,52,Team B,0.932,0,111,113,533
251,8.66,53,Team A,0.8369,314,217,455,536
251,8.66,55,Team A,0.9154,874,373,960,537
251,8.66,57,Team B,0.8922,112,126,243,532
251,8.66,67,Team A,0.8771,670,108,867,492
251,8.66,65,Team A,0.9011,423,129,608,519
251,8.66,72,Team A,0.8464,237,128,374,528
251,8.66,73,Team A,0.8751,195,95,302,520
252,8.69,52,Team B,0.9318,0,112,109,533
252,8.69,53,Team A,0.8792,316,218,464,536
252,8.69,55,Team A,0.9077,876,373,960,537
252,8.69,57,Team B,0.8728,109,123,236,532
252,8.69,67,Team A,0.8797,753,113,877,491
252,8.69,65,Team A,0.9211,423,128,596,515
252,8.69,72,Team A,0.8676,231,126,370,528
252,8.69,73,Team A,0.865,192,101,300,520
253,8.72,52,Team B,0.916,0,111,106,530
253,8.72,53,Team A,0.9113,317,216,471,536
253,8.72,55,Team A,0.8627,877,374,960,537
253,8.72,57,Team B,0.8916,108,126,237,531
253,8.72,67,Team A,0.9044,767,114,893,490
253,8.72,65,Team A,0.9161,418,130,594,512
253,8.72,72,Team A,0.85,230,126,370,522
253,8.72,73,Team A,0.8772,199,101,299,512
253,8.72,74,Team A,0.7806,348,110,427,287
254,8.76,52,Team B,0.9114,0,112,103,526
254,8.76,53,Team A,0.8842,308,218,481,536
254,8.76,55,Team A,0.8708,882,373,960,537
254,8.76,57,Team B,0.8928,107,127,236,530
254,8.76,67,Team A,0.8754,766,109,906,489
254,8.76,65,Team A,0.9086,426,124,590,510
254,8.76,72,Team B,0.8791,228,127,371,527
254,8.76,73,Team A,0.8547,192,105,297,512
254,8.76,74,Team A,0.7751,352,114,432,291
255,8.79,52,Team B,0.9035,0,113,103,510
255,8.79,53,Team A,0.8995,314,219,489,536
255,8.79,55,Team A,0.8789,887,374,960,537
255,8.79,57,Team B,0.8845,99,128,235,528
255,8.79,67,Team A,0.9146,767,104,917,487
255,8.79,65,Team A,0.9164,433,112,590,508
255,8.79,72,Team B,0.8331,228,130,372,521
255,8.79,73,Team A,0.8666,185,103,298,516
255,8.79,74,Team A,0.7657,353,112,433,296
256,8.83,52,Team B,0.917,0,112,107,527
256,8.83,53,Team A,0.9388,315,222,497,536
256,8.83,55,Team A,0.8464,892,374,960,536
256,8.83,57,Team B,0.8857,101,126,235,527
256,8.83,67,Team A,0.9179,766,99,930,485
256,8.83,65,Team A,0.9284,436,111,592,508
256,8.83,72,Team B,0.7491,233,138,373,507
256,8.83,73,Team A,0.8524,181,104,298,514
256,8.83,74,Team A,0.7317,359,110,437,296
257,8.86,52,Team B,0.9332,0,118,109,532
257,8.86,53,Team A,0.927,311,223,508,535
257,8.86,55,Team A,0.8155,900,375,960,536
257,8.86,57,Team A,0.8938,95,127,237,526
257,8.86,67,Team A,0.9276,767,95,939,483
257,8.86,65,Team A,0.9208,444,111,596,509
257,8.86,72,Team A,0.7556,261,147,379,510
257,8.86,73,Team A,0.8557,180,103,303,511
257,8.86,74,Team A,0.6695,362,109,448,302
258,8.9,52,Team A,0.9313,0,117,119,531
258,8.9,53,Team A,0.9156,296,228,518,535
258,8.9,57,Team B,0.9184,109,127,239,525
258,8.9,67,Team A,0.8993,770,93,956,483
258,8.9,65,Team A,0.877,457,116,605,486
258,8.9,72,Team A,0.8366,268,158,380,506
258,8.9,73,Team A,0.8821,184,105,309,514
258,8.9,74,Team A,0.8079,368,111,463,304
259,8.93,52,Team A,0.9368,0,118,124,531
259,8.93,53,Team A,0.8988,318,230,526,535
259,8.93,57,Team B,0.8967,120,126,243,525
259,8.93,67,Team A,0.9051,776,94,960,477
259,8.93,65,Team A,0.8628,457,118,633,506
259,8.93,72,Team A,0.7854,270,166,386,516
259,8.93,73,Team A,0.8757,189,106,316,518
259,8.93,74,Team A,0.7168,371,113,457,305
260,8.97,52,Team A,0.9287,0,117,128,531
260,8.97,53,Team A,0.8969,323,233,533,535
260,8.97,57,Team B,0.8993,127,127,248,523
260,8.97,67,Team A,0.8715,781,91,960,478
260,8.97,65,Team A,0.8805,449,124,653,507
260,8.97,72,Team A,0.7824,274,180,381,529
260,8.97,73,Team A,0.8319,188,110,326,521
260,8.97,74,Team A,0.7836,375,117,462,307
261,9.0,52,Team A,0.9201,0,118,135,530
261,9.0,53,Team A,0.9064,333,236,538,535
261,9.0,57,Team A,0.8887,130,126,246,520
261,9.0,67,Team A,0.468,795,98,960,513
261,9.0,65,Team A,0.8862,456,132,667,507
261,9.0,72,Team A,0.8459,275,168,400,530
261,9.0,73,Team A,0.859,191,112,336,522
261,9.0,74,Team A,0.8176,386,122,467,310
