frame_number,timestamp_sec,object_id,team,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
134,4.62,27,Team A,0.9331,0,191,239,532
134,4.62,41,Team B,0.8808,769,104,919,534
134,4.62,42,Team A,0.8239,668,360,853,535
134,4.62,48,Team B,0.8253,579,88,825,532
135,4.66,27,Team A,0.9331,0,184,215,533
135,4.66,41,Team B,0.5192,753,104,909,532
135,4.66,42,Team A,0.8466,662,361,842,535
135,4.66,48,Team B,0.7941,564,94,822,524
135,4.66,43,Team A,0.7402,431,129,727,533
136,4.69,27,Team A,0.9384,0,197,187,533
136,4.69,41,Team B,0.5262,667,100,900,532
136,4.69,42,Team A,0.8334,641,366,830,535
136,4.69,43,Team A,0.921,422,129,699,534
137,4.72,27,Team A,0.883,0,201,150,525
137,4.72,41,Team B,0.5204,653,104,890,533
137,4.72,42,Team A,0.8502,624,372,813,535
137,4.72,43,Team A,0.9066,409,130,694,534
137,4.72,48,Team A,0.4966,547,94,735,528
138,4.76,41,Team A,0.7598,561,109,883,533
138,4.76,42,Team A,0.8514,610,376,798,536
138,4.76,43,Team A,0.6461,393,192,614,535
139,4.79,41,Team A,0.8261,535,114,875,532
139,4.79,43,Team A,0.2863,375,205,589,535
139,4.79,27,Team A,0.7203,0,214,110,531
140,4.83,41,Team A,0.5012,510,115,874,532
140,4.83,43,Team A,0.8321,344,152,570,534
140,4.83,48,Team A,0.3013,508,80,658,530
141,4.86,41,Team A,0.6924,608,109,882,532
141,4.86,43,Team A,0.2738,319,147,531,533
141,4.86,48,Team A,0.3478,489,77,645,529
141,4.86,42,Team B,0.5731,535,379,754,535
142,4.9,41,Team B,0.8639,663,123,850,533
142,4.9,43,Team A,0.8371,311,145,597,534
142,4.9,48,Team A,0.6581,477,67,627,529
142,4.9,42,Team B,0.8567,515,377,734,535
143,4.93,41,Team B,0.8797,667,120,840,534
143,4.93,43,Team A,0.7843,290,141,563,533
143,4.93,48,Team A,0.4416,467,67,614,529
143,4.93,42,Team A,0.8715,495,377,708,535
144,4.97,41,Team B,0.6961,540,152,833,533
144,4.97,43,Team A,0.7175,271,135,539,532
144,4.97,42,Team A,0.829,479,380,696,535
145,5.0,41,Team B,0.7964,455,153,825,532
145,5.0,43,Team A,0.6506,249,129,525,531
146,5.03,41,Team B,0.475,422,108,821,532
146,5.03,43,Team A,0.8393,222,124,517,532
146,5.03,42,Team A,0.6477,432,381,656,534
147,5.07,41,Team A,0.645,415,79,808,531
147,5.07,43,Team A,0.6478,202,123,481,533
147,5.07,42,Team A,0.878,417,379,640,535
148,5.1,41,Team B,0.8235,591,95,796,532
148,5.1,43,Team A,0.8713,194,120,444,534
148,5.1,42,Team A,0.8231,395,382,612,535
149,5.14,41,Team B,0.8768,597,94,788,532
149,5.14,43,Team A,0.9097,178,103,424,534
149,5.14,42,Team A,0.8773,369,386,585,535
150,5.17,41,Team B,0.8488,586,93,789,531
150,5.17,43,Team A,0.8785,160,110,412,534
150,5.17,42,Team A,0.8355,342,392,552,536
151,5.21,41,Team A,0.4095,565,93,810,529
151,5.21,43,Team A,0.7305,147,117,430,533
151,5.21,42,Team A,0.3191,311,390,542,535
152,5.24,41,Team A,0.7367,565,94,805,528
152,5.24,43,Team A,0.865,139,111,372,533
152,5.24,42,Team A,0.361,289,404,517,535
153,5.28,41,Team A,0.8093,551,99,805,533
153,5.28,43,Team A,0.9015,134,103,337,534
153,5.28,42,Team A,0.7135,279,399,487,536
154,5.31,41,Team A,0.9091,533,100,808,533
154,5.31,43,Team A,0.9206,129,102,306,533
154,5.31,42,Team A,0.8585,258,395,457,535
155,5.34,41,Team A,0.8203,525,103,811,533
155,5.34,43,Team A,0.9199,118,96,283,534
155,5.34,42,Team A,0.8033,237,402,430,535
156,5.38,41,Team A,0.9172,543,110,809,532
156,5.38,43,Team A,0.9125,104,99,270,533
156,5.38,42,Team A,0.6662,211,397,412,535
157,5.41,41,Team A,0.9071,546,112,806,532
157,5.41,43,Team A,0.9074,92,96,251,533
157,5.41,42,Team A,0.5752,178,400,385,534
157,5.41,52,Team A,0.8914,361,35,568,523
158,5.45,41,Team A,0.8448,547,109,802,532
158,5.45,43,Team A,0.8905,79,96,238,533
158,5.45,42,Team A,0.769,166,396,365,535
158,5.45,52,Team A,0.8887,348,36,568,529
159,5.48,41,Team A,0.8159,543,111,793,532
159,5.48,43,Team A,0.893,68,97,225,534
159,5.48,42,Team A,0.7908,144,394,350,536
159,5.48,52,Team A,0.4539,338,46,573,532
160,5.52,41,Team A,0.6098,537,106,777,533
160,5.52,43,Team A,0.9174,59,94,215,533
160,5.52,42,Team A,0.8573,123,393,321,535
160,5.52,52,Team A,0.6589,317,55,521,534
161,5.55,41,Team A,0.4574,538,99,759,531
161,5.55,43,Team A,0.9155,44,94,208,534
161,5.55,42,Team A,0.8701,103,387,304,535
161,5.55,52,Team A,0.8757,304,61,556,533
162,5.59,41,Team A,0.8093,531,82,745,532
162,5.59,43,Team A,0.9113,31,96,210,533
162,5.59,42,Team A,0.8735,89,385,287,535
162,5.59,52,Team A,0.8687,289,64,550,534
163,5.62,41,Team A,0.6697,528,71,733,532
163,5.62,43,Team A,0.9096,22,96,198,533
163,5.62,42,Team A,0.8477,72,385,280,535
163,5.62,52,Team A,0.6739,281,65,539,534
163,5.62,53,Team A,0.841,793,159,944,535
164,5.66,41,Team A,0.8901,525,63,716,532
164,5.66,43,Team A,0.9248,14,95,193,534
164,5.66,42,Team A,0.8641,63,384,267,535
164,5.66,52,Team A,0.7443,279,66,518,533
164,5.66,53,Team A,0.9152,775,161,958,535
164,5.66,55,Team A,0.8288,865,457,946,537
165,5.69,41,Team A,0.9133,524,61,699,535
165,5.69,43,Team A,0.9218,11,99,189,534
165,5.69,42,Team A,0.8865,51,384,248,535
165,5.69,52,Team A,0.7722,277,64,504,533
165,5.69,53,Team A,0.9356,768,161,960,535
165,5.69,55,Team A,0.7647,867,459,957,539
166,5.72,41,Team A,0.7083,522,61,691,535
166,5.72,43,Team A,0.9215,30,99,184,505
166,5.72,42,Team A,0.9083,11,385,231,535
166,5.72,52,Team A,0.7341,272,65,459,533
166,5.72,53,Team A,0.9196,757,162,960,534
166,5.72,55,Team A,0.77,860,458,954,540
167,5.76,41,Team A,0.7014,489,63,683,536
167,5.76,43,Team A,0.9052,30,99,181,492
167,5.76,42,Team A,0.909,8,385,209,535
167,5.76,52,Team A,0.5991,268,63,493,533
167,5.76,53,Team A,0.9449,743,161,955,535
167,5.76,55,Team A,0.7713,854,461,948,540
168,5.79,41,Team A,0.7544,434,66,682,535
168,5.79,43,Team A,0.7842,29,99,180,451
168,5.79,42,Team A,0.913,8,388,200,536
168,5.79,52,Team A,0.893,261,62,482,533
168,5.79,53,Team A,0.9412,733,163,942,536
168,5.79,55,Team A,0.7693,851,459,944,540
169,5.83,41,Team A,0.8274,444,74,689,533
169,5.83,43,Team A,0.8446,29,98,181,439
169,5.83,42,Team A,0.9011,0,390,190,535
169,5.83,52,Team A,0.8892,253,63,499,532
169,5.83,53,Team A,0.9043,720,158,929,535
169,5.83,55,Team A,0.7519,850,459,939,539
169,5.83,56,Team B,0.8746,373,63,532,530
170,5.86,41,Team A,0.9021,484,79,691,535
170,5.86,43,Team A,0.8325,26,96,180,471
170,5.86,42,Team A,0.891,0,394,182,535
170,5.86,52,Team A,0.6952,246,63,411,532
170,5.86,53,Team A,0.9054,708,162,919,535
170,5.86,55,Team A,0.7436,846,458,935,539
170,5.86,56,Team A,0.8708,352,56,539,534
171,5.9,41,Team A,0.894,470,98,694,534
171,5.9,43,Team A,0.9113,22,96,173,487
171,5.9,42,Team A,0.8974,0,398,167,535
171,5.9,52,Team A,0.9112,242,64,466,531
171,5.9,53,Team A,0.9205,700,162,902,535
171,5.9,55,Team A,0.699,840,453,930,539
171,5.9,56,Team A,0.8805,327,56,539,533
172,5.93,41,Team A,0.9109,465,107,696,534
172,5.93,43,Team A,0.9376,20,96,171,494
172,5.93,42,Team A,0.9171,0,401,156,535
172,5.93,52,Team A,0.9305,239,67,465,533
172,5.93,53,Team A,0.935,694,166,882,535
172,5.93,55,Team A,0.701,830,454,927,539
172,5.93,56,Team A,0.6298,361,62,538,533
173,5.97,41,Team A,0.9102,463,108,692,534
173,5.97,43,Team A,0.9217,16,95,169,497
173,5.97,42,Team A,0.8904,0,402,150,535
173,5.97,52,Team A,0.8442,233,69,480,533
173,5.97,53,Team A,0.8895,683,167,870,535
173,5.97,55,Team A,0.601,808,451,926,539
173,5.97,56,Team A,0.7879,318,59,540,532
174,6.0,41,Team A,0.9257,459,104,689,534
174,6.0,43,Team A,0.929,12,96,168,505
174,6.0,42,Team A,0.8889,0,403,141,535
174,6.0,52,Team A,0.8787,225,70,463,533
174,6.0,53,Team A,0.7379,672,170,866,535
174,6.0,55,Team A,0.6038,795,450,924,540
174,6.0,56,Team A,0.8924,295,63,543,534
174,6.0,57,Team B,0.7159,885,193,960,534
175,6.03,41,Team A,0.9244,456,99,682,534
175,6.03,43,Team A,0.9235,11,96,165,510
175,6.03,42,Team A,0.8755,0,400,133,535
175,6.03,52,Team A,0.8999,220,69,459,534
175,6.03,53,Team A,0.7714,677,174,841,534
175,6.03,55,Team A,0.5217,816,448,918,540
175,6.03,56,Team A,0.8549,301,64,538,535
176,6.07,41,Team A,0.9242,450,95,683,534
176,6.07,43,Team A,0.9089,11,96,165,519
176,6.07,42,Team A,0.6807,0,399,126,535
176,6.07,52,Team A,0.9178,216,64,451,534
176,6.07,53,Team A,0.8663,660,176,827,534
176,6.07,55,Team A,0.7075,826,444,917,539
176,6.07,56,Team A,0.8615,275,64,538,536
176,6.07,57,Team A,0.7047,816,169,959,535
177,6.1,41,Team A,0.9243,446,88,681,535
177,6.1,43,Team A,0.9146,11,97,161,521
177,6.1,42,Team A,0.8156,0,394,122,535
177,6.1,52,Team A,0.8858,209,64,445,535
177,6.1,53,Team A,0.8916,652,178,823,534
177,6.1,55,Team A,0.7465,824,441,916,539
177,6.1,56,Team A,0.8743,265,72,538,535
177,6.1,57,Team A,0.7619,798,163,958,527
178,6.14,41,Team A,0.9103,425,78,677,536
178,6.14,43,Team A,0.9234,10,100,155,533
178,6.14,42,Team A,0.838,0,392,117,535
178,6.14,52,Team A,0.8257,202,61,453,536
178,6.14,53,Team A,0.8943,636,180,807,534
178,6.14,55,Team A,0.693,821,440,913,538
178,6.14,56,Team A,0.8359,276,82,529,535
178,6.14,57,Team A,0.8298,782,158,944,533
179,6.17,41,Team A,0.9323,428,68,667,536
179,6.17,43,Team A,0.9277,12,102,153,535
179,6.17,42,Team A,0.833,0,381,108,536
179,6.17,52,Team A,0.929,193,61,420,535
179,6.17,53,Team A,0.9253,626,181,798,535
179,6.17,55,Team A,0.7972,820,438,912,538
179,6.17,56,Team A,0.8248,288,83,522,535
179,6.17,57,Team A,0.8618,767,162,923,533
180,6.21,41,Team A,0.9269,391,62,662,534
180,6.21,43,Team A,0.9258,17,103,153,534
180,6.21,42,Team A,0.7536,0,380,105,536
180,6.21,52,Team A,0.8077,180,60,418,535
180,6.21,53,Team A,0.8989,618,181,792,534
180,6.21,55,Team A,0.7701,823,437,911,538
180,6.21,56,Team A,0.8391,296,94,513,535
180,6.21,57,Team A,0.8243,758,147,913,534
181,6.24,41,Team A,0.9077,413,59,648,532
181,6.24,43,Team A,0.9274,19,104,155,535
181,6.24,42,Team A,0.7647,0,386,95,537
181,6.24,52,Team A,0.8626,170,61,405,535
181,6.24,53,Team A,0.8694,610,184,786,535
181,6.24,55,Team A,0.8063,818,435,911,539
181,6.24,56,Team A,0.8383,309,92,507,535
181,6.24,57,Team A,0.8025,742,146,899,531
182,6.28,41,Team A,0.9271,400,53,637,530
182,6.28,43,Team A,0.9146,22,103,157,534
182,6.28,42,Team A,0.7001,0,388,89,536
182,6.28,52,Team A,0.8978,159,63,442,537
182,6.28,53,Team A,0.9066,605,181,783,534
182,6.28,55,Team A,0.8193,819,435,910,539
182,6.28,56,Team A,0.881,326,85,504,535
182,6.28,57,Team A,0.837,734,152,879,533
183,6.31,41,Team A,0.8949,402,74,642,534
183,6.31,43,Team A,0.9079,24,103,161,535
183,6.31,42,Team A,0.7745,0,390,86,536
183,6.31,52,Team A,0.8417,155,68,409,537
183,6.31,53,Team A,0.9372,601,179,783,535
183,6.31,55,Team A,0.8048,820,434,911,539
183,6.31,56,Team A,0.8643,327,86,500,535
183,6.31,57,Team A,0.849,728,154,855,535
184,6.34,41,Team A,0.917,424,70,648,535
184,6.34,43,Team A,0.9029,27,102,166,534
184,6.34,42,Team A,0.7958,0,392,82,535
184,6.34,52,Team A,0.9176,151,73,436,536
184,6.34,53,Team A,0.9437,596,178,782,535
184,6.34,55,Team A,0.8232,821,434,911,538
184,6.34,56,Team A,0.8335,319,81,501,537
184,6.34,57,Team A,0.6755,704,166,837,523
185,6.38,41,Team A,0.9168,425,82,649,534
185,6.38,43,Team A,0.9192,29,101,171,533
185,6.38,42,Team A,0.743,0,405,74,536
185,6.38,52,Team A,0.806,152,77,423,536
185,6.38,53,Team A,0.9333,591,170,781,535
185,6.38,55,Team A,0.7987,823,434,911,538
185,6.38,56,Team A,0.8615,318,81,504,536
186,6.41,41,Team A,0.8885,423,83,626,535
186,6.41,43,Team A,0.9186,31,100,177,528
186,6.41,42,Team A,0.6066,0,412,72,536
186,6.41,52,Team A,0.9072,140,79,432,536
186,6.41,53,Team A,0.9124,586,166,785,535
186,6.41,55,Team A,0.8394,827,434,914,539
186,6.41,56,Team A,0.8753,317,80,503,535
187,6.45,41,Team A,0.8875,422,84,621,534
187,6.45,43,Team A,0.9268,33,101,183,531
187,6.45,52,Team A,0.9037,137,81,432,535
187,6.45,53,Team A,0.9261,583,161,785,534
187,6.45,55,Team A,0.7938,828,433,916,539
187,6.45,56,Team A,0.8751,318,83,506,537
188,6.48,41,Team A,0.8947,421,87,615,533
188,6.48,43,Team A,0.9278,33,100,186,532
188,6.48,52,Team A,0.8222,136,81,435,535
188,6.48,53,Team A,0.9126,578,181,779,535
188,6.48,55,Team A,0.6319,829,432,917,538
188,6.48,56,Team A,0.8481,326,79,500,535
189,6.52,41,Team A,0.8321,420,91,608,531
189,6.52,43,Team A,0.9319,28,100,190,533
189,6.52,52,Team A,0.8347,175,81,413,534
189,6.52,53,Team A,0.9389,574,188,776,534
189,6.52,55,Team A,0.4941,829,430,919,538
189,6.52,56,Team A,0.8447,321,82,496,536
190,6.55,41,Team A,0.8629,418,70,600,534
190,6.55,43,Team A,0.8949,24,102,196,534
190,6.55,52,Team A,0.8624,157,80,396,534
190,6.55,53,Team A,0.9433,571,189,771,535
190,6.55,55,Team A,0.7628,829,428,922,538
190,6.55,56,Team A,0.8199,319,82,495,536
191,6.59,41,Team A,0.8253,398,64,597,535
191,6.59,43,Team A,0.9218,21,107,208,535
191,6.59,52,Team A,0.8224,173,79,393,534
191,6.59,53,Team A,0.9469,570,191,768,535
191,6.59,55,Team A,0.8218,832,424,927,537
191,6.59,56,Team A,0.7749,320,84,498,537
192,6.62,41,Team A,0.7929,404,58,593,526
192,6.62,43,Team A,0.9165,18,112,185,535
192,6.62,52,Team A,0.8728,192,77,382,536
192,6.62,53,Team A,0.9445,566,193,763,535
192,6.62,55,Team A,0.8574,832,421,927,537
192,6.62,56,Team A,0.7936,316,77,506,536
193,6.66,41,Team A,0.8025,420,57,591,497
193,6.66,43,Team A,0.8904,17,115,214,534
193,6.66,52,Team A,0.892,213,74,369,536
193,6.66,53,Team A,0.9424,566,194,758,535
193,6.66,55,Team A,0.8558,833,419,929,538
193,6.66,56,Team A,0.8613,321,83,515,535
194,6.69,41,Team A,0.4921,428,60,592,503
194,6.69,43,Team A,0.9388,19,123,229,535
194,6.69,52,Team A,0.9036,216,74,358,536
194,6.69,53,Team A,0.9446,563,196,756,535
194,6.69,55,Team A,0.8578,835,417,932,538
194,6.69,56,Team A,0.8552,325,79,519,535
195,6.72,41,Team A,0.3617,421,65,592,507
195,6.72,43,Team A,0.9414,23,117,229,535
195,6.72,52,Team A,0.8905,219,75,366,535
195,6.72,53,Team A,0.9433,562,200,750,535
195,6.72,55,Team A,0.8539,837,414,934,538
195,6.72,56,Team B,0.8314,332,85,515,535
196,6.76,41,Team A,0.517,434,72,588,526
196,6.76,43,Team A,0.9391,25,118,233,535
196,6.76,52,Team A,0.9198,214,76,357,535
196,6.76,53,Team A,0.9416,563,201,745,534
196,6.76,55,Team A,0.8592,837,411,935,538
196,6.76,56,Team A,0.8564,328,87,518,535
197,6.79,43,Team A,0.9407,25,117,237,535
197,6.79,52,Team A,0.9163,211,78,364,535
197,6.79,53,Team A,0.9448,563,200,740,534
197,6.79,55,Team A,0.8674,839,408,937,537
197,6.79,56,Team A,0.8482,336,87,521,535
198,6.83,43,Team A,0.9123,27,114,202,535
198,6.83,52,Team A,0.7597,201,81,367,535
198,6.83,53,Team A,0.9433,562,199,735,534
198,6.83,55,Team A,0.8719,841,407,940,538
198,6.83,56,Team B,0.6659,338,105,554,534
198,6.83,57,Team A,0.8756,514,151,624,534
199,6.86,43,Team A,0.932,27,111,240,535
199,6.86,52,Team A,0.9191,199,84,383,534
199,6.86,53,Team A,0.9373,561,199,731,534
199,6.86,55,Team A,0.8637,842,406,944,538
199,6.86,56,Team B,0.8307,370,78,528,534
199,6.86,57,Team B,0.8418,508,151,622,534
200,6.9,43,Team A,0.8921,27,109,244,535
200,6.9,52,Team A,0.9224,194,86,382,533
200,6.9,53,Team A,0.9343,559,200,728,534
200,6.9,55,Team A,0.8518,844,406,945,537
200,6.9,56,Team B,0.8202,368,69,528,535
200,6.9,57,Team B,0.5853,501,149,617,535
201,6.93,43,Team A,0.8781,38,110,247,535
201,6.93,52,Team A,0.9057,192,89,377,534
201,6.93,53,Team A,0.9343,558,200,720,534
201,6.93,55,Team A,0.8567,847,405,947,538
201,6.93,56,Team B,0.8226,361,68,524,533
201,6.93,57,Team B,0.6822,449,143,614,535
202,6.97,43,Team A,0.8891,62,110,215,535
202,6.97,52,Team A,0.8923,189,90,371,534
202,6.97,53,Team A,0.94,556,199,715,535
202,6.97,55,Team A,0.8567,850,405,952,537
202,6.97,56,Team B,0.8432,362,71,524,532
202,6.97,57,Team B,0.8897,485,137,614,536
203,7.0,43,Team A,0.7101,82,108,216,534
203,7.0,52,Team A,0.8787,195,94,377,534
203,7.0,53,Team A,0.9391,552,199,708,535
203,7.0,55,Team A,0.859,852,407,952,537
203,7.0,56,Team B,0.8352,363,75,522,531
203,7.0,57,Team B,0.8898,477,136,610,536
204,7.03,43,Team A,0.8756,102,109,217,535
204,7.03,52,Team A,0.8772,194,96,371,532
204,7.03,53,Team A,0.9321,545,200,700,535
204,7.03,55,Team A,0.8533,854,408,952,537
204,7.03,56,Team B,0.7963,364,80,512,531
204,7.03,57,Team B,0.863,466,136,599,536
205,7.07,43,Team A,0.8069,112,108,221,535
205,7.07,52,Team A,0.8642,197,96,371,533
205,7.07,53,Team A,0.9378,541,202,696,535
205,7.07,55,Team A,0.8615,856,408,954,537
205,7.07,56,Team B,0.8431,373,92,506,533
205,7.07,57,Team B,0.8492,469,138,587,536
206,7.1,43,Team A,0.895,110,109,253,535
206,7.1,52,Team A,0.8572,205,95,387,532
206,7.1,53,Team A,0.9328,537,204,690,535
206,7.1,55,Team A,0.8607,859,407,956,537
206,7.1,56,Team B,0.8143,379,93,504,533
206,7.1,57,Team B,0.7745,455,141,573,536
206,7.1,62,Team A,0.7424,539,85,629,262
207,7.14,43,Team A,0.9147,102,113,257,534
207,7.14,52,Team A,0.8772,239,93,404,534
207,7.14,53,Team A,0.9408,534,207,683,535
207,7.14,55,Team A,0.8638,862,407,958,538
207,7.14,56,Team B,0.6822,379,94,493,533
207,7.14,57,Team B,0.6487,440,154,561,535
207,7.14,62,Team A,0.6572,528,86,641,272
208,7.17,43,Team A,0.7662,99,111,258,534
208,7.17,52,Team A,0.8566,237,91,374,534
208,7.17,53,Team A,0.9286,530,208,674,535
208,7.17,55,Team A,0.8858,863,404,958,537
208,7.17,56,Team B,0.682,343,87,493,529
208,7.17,57,Team B,0.8738,430,146,561,536
208,7.17,62,Team A,0.8575,527,86,648,270
209,7.21,43,Team A,0.9183,91,113,259,535
209,7.21,52,Team A,0.8952,238,91,370,534
209,7.21,53,Team A,0.9275,524,211,663,535
209,7.21,55,Team A,0.8921,866,402,959,537
209,7.21,56,Team B,0.7128,353,158,450,530
209,7.21,57,Team B,0.8619,417,145,551,536
209,7.21,62,Team A,0.8641,528,90,656,273
209,7.21,64,Team A,0.6178,0,408,17,531
210,7.24,43,Team A,0.897,81,113,262,535
210,7.24,52,Team A,0.8927,233,92,379,533
210,7.24,53,Team A,0.9245,520,214,661,535
210,7.24,55,Team A,0.899,869,400,959,538
210,7.24,56,Team B,0.3616,353,123,460,525
210,7.24,57,Team B,0.7023,388,133,543,536
210,7.24,62,Team A,0.8502,533,92,661,274
210,7.24,64,Team A,0.36,0,408,18,534
211,7.28,43,Team A,0.9392,71,113,249,535
211,7.28,52,Team A,0.9047,227,93,382,533
211,7.28,53,Team A,0.9187,513,217,659,535
211,7.28,55,Team A,0.8968,870,399,959,538
211,7.28,57,Team B,0.819,378,144,535,536
211,7.28,62,Team A,0.8291,535,92,665,277
211,7.28,64,Team A,0.3211,0,405,16,535
212,7.31,43,Team A,0.9396,68,113,252,536
212,7.31,52,Team A,0.8742,222,96,390,533
212,7.31,53,Team A,0.9205,512,218,657,535
212,7.31,55,Team A,0.8205,871,398,960,537
212,7.31,57,Team B,0.8621,355,146,531,535
212,7.31,62,Team A,0.5152,533,93,671,274
213,7.34,43,Team A,0.9371,64,114,256,535
213,7.34,52,Team A,0.8931,213,98,387,533
213,7.34,53,Team A,0.9178,509,218,653,535
213,7.34,55,Team A,0.847,872,396,960,537
213,7.34,57,Team B,0.8406,355,120,533,534
213,7.34,62,Team A,0.5179,530,94,676,274
214,7.38,43,Team A,0.9406,61,114,262,535
214,7.38,52,Team A,0.9164,203,101,384,533
214,7.38,53,Team A,0.9171,504,219,653,535
214,7.38,55,Team A,0.8357,871,396,960,538
214,7.38,57,Team B,0.9147,357,138,510,535
214,7.38,62,Team A,0.3486,558,93,679,277
215,7.41,43,Team A,0.9498,58,110,263,535
215,7.41,52,Team A,0.9364,194,103,376,534
215,7.41,53,Team A,0.8999,495,218,642,534
215,7.41,55,Team A,0.8075,864,396,959,537
215,7.41,57,Team B,0.8843,359,140,497,535
215,7.41,62,Team A,0.4393,565,87,679,283
216,7.45,43,Team A,0.9444,61,109,264,536
216,7.45,52,Team A,0.9268,200,103,367,534
216,7.45,53,Team A,0.9129,490,216,635,534
216,7.45,55,Team A,0.8809,870,396,960,537
216,7.45,57,Team B,0.812,354,136,480,536
216,7.45,62,Team A,0.7953,568,78,680,362
217,7.48,43,Team A,0.9344,64,108,263,535
217,7.48,52,Team A,0.8996,189,101,363,533
217,7.48,53,Team A,0.9069,477,215,637,534
217,7.48,55,Team A,0.8498,869,398,960,537
217,7.48,57,Team B,0.7804,348,138,469,535
217,7.48,62,Team A,0.6864,568,70,679,326
218,7.52,43,Team A,0.9357,66,108,264,534
218,7.52,52,Team A,0.877,192,97,354,531
218,7.52,53,Team A,0.885,467,217,631,535
218,7.52,55,Team A,0.9039,865,398,959,538
218,7.52,57,Team B,0.5215,337,98,465,536
218,7.52,62,Team A,0.7887,567,68,678,340
219,7.55,43,Team A,0.9204,69,110,266,534
219,7.55,52,Team A,0.8772,196,95,342,533
219,7.55,53,Team A,0.8859,458,218,634,535
219,7.55,55,Team A,0.9071,863,398,959,538
219,7.55,57,Team A,0.801,314,87,466,535
219,7.55,62,Team A,0.46,565,67,678,333
220,7.59,43,Team A,0.8956,74,107,267,535
220,7.59,52,Team A,0.876,203,91,334,532
220,7.59,53,Team A,0.8783,446,214,635,534
220,7.59,55,Team A,0.8997,862,399,959,538
220,7.59,57,Team B,0.8448,305,130,444,536
220,7.59,65,Team A,0.9011,680,189,880,537
221,7.62,43,Team A,0.8989,67,108,258,535
221,7.62,52,Team A,0.8583,209,91,327,531
221,7.62,53,Team A,0.9204,440,216,615,535
221,7.62,55,Team A,0.8953,859,401,959,538
221,7.62,57,Team B,0.8968,301,136,431,536
221,7.62,65,Team A,0.8664,655,170,833,531
222,7.66,43,Team A,0.892,50,108,243,534
222,7.66,52,Team A,0.8629,203,89,323,531
222,7.66,53,Team A,0.9024,428,217,609,534
222,7.66,55,Team A,0.9045,857,402,959,538
222,7.66,57,Team A,0.8623,282,89,420,535
222,7.66,65,Team A,0.8558,620,174,807,513
223,7.69,43,Team A,0.6506,34,109,257,535
223,7.69,52,Team A,0.8078,196,88,316,532
223,7.69,53,Team A,0.9119,415,220,604,534
223,7.69,55,Team A,0.9037,855,403,959,538
223,7.69,57,Team B,0.8319,271,131,408,534
223,7.69,65,Team B,0.7039,628,171,787,511
223,7.69,66,Team A,0.8029,555,87,678,500
224,7.72,43,Team A,0.8312,21,110,266,535
224,7.72,52,Team A,0.7971,188,88,302,528
224,7.72,53,Team A,0.9171,410,218,601,535
224,7.72,55,Team A,0.9023,855,402,959,538
224,7.72,57,Team B,0.8575,255,135,407,535
224,7.72,65,Team B,0.8026,632,165,770,513
224,7.72,66,Team A,0.7323,560,108,663,525
225,7.76,43,Team A,0.7535,16,110,240,535
225,7.76,52,Team A,0.8909,182,87,302,530
225,7.76,53,Team A,0.8986,406,221,597,534
225,7.76,55,Team A,0.9065,856,400,960,539
225,7.76,57,Team B,0.8736,252,136,409,535
225,7.76,65,Team B,0.7054,596,151,739,515
225,7.76,66,Team A,0.4053,559,118,663,524
226,7.79,43,Team A,0.9066,9,111,188,535
226,7.79,52,Team B,0.894,173,89,293,532
226,7.79,53,Team A,0.9184,396,225,593,534
226,7.79,55,Team A,0.9087,858,397,960,538
226,7.79,57,Team B,0.8428,246,135,410,535
226,7.79,65,Team A,0.8884,548,123,711,532
227,7.83,43,Team A,0.9359,2,110,191,535
227,7.83,52,Team B,0.8971,160,91,281,533
227,7.83,53,Team A,0.9147,395,227,590,534
227,7.83,55,Team A,0.912,858,394,959,538
227,7.83,57,Team B,0.894,235,133,410,537
227,7.83,65,Team A,0.9056,534,124,696,524
228,7.86,43,Team A,0.9128,1,108,179,535
228,7.86,52,Team B,0.8807,150,91,271,533
228,7.86,53,Team A,0.9147,390,228,583,535
228,7.86,55,Team A,0.9083,860,391,960,537
228,7.86,57,Team B,0.8776,224,132,410,536
228,7.86,65,Team A,0.892,528,132,690,532
229,7.9,43,Team A,0.8795,0,108,148,535
229,7.9,52,Team B,0.8794,136,92,263,532
229,7.9,53,Team A,0.8945,386,229,575,534
229,7.9,55,Team A,0.9088,861,389,960,538
229,7.9,57,Team B,0.8374,206,135,418,535
229,7.9,65,Team A,0.8211,521,165,656,529
230,7.93,43,Team A,0.8673,4,106,132,533
230,7.93,52,Team B,0.8899,124,91,253,529
230,7.93,53,Team A,0.875,383,227,565,534
230,7.93,55,Team A,0.9099,860,387,960,537
230,7.93,57,Team B,0.8298,195,140,385,534
230,7.93,65,Team A,0.5989,510,168,633,530
231,7.97,43,Team A,0.9198,13,103,141,533
231,7.97,52,Team B,0.8789,115,90,245,533
231,7.97,53,Team A,0.8957,380,226,558,534
231,7.97,55,Team A,0.9128,860,385,959,537
231,7.97,57,Team B,0.8604,190,135,382,535
231,7.97,65,Team A,0.4441,497,135,615,531
232,8.0,43,Team A,0.93,9,105,135,534
232,8.0,52,Team B,0.899,108,89,240,534
232,8.0,53,Team A,0.9232,381,225,563,534
232,8.0,55,Team A,0.9111,859,384,959,538
232,8.0,57,Team B,0.8767,182,138,368,535
232,8.0,65,Team A,0.69,474,126,608,531
233,8.03,43,Team A,0.938,0,105,127,534
233,8.03,52,Team B,0.9034,100,88,232,535
