frame_number,timestamp_sec,object_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
148,6.43,8,player,0.5001,37.74,133.45,84.79,157.49
148,6.43,140,player,0.6507,564.26,266.96,588.92,287.83
148,6.43,110,player,0.4185,403.19,236.51,429.7,270.74
148,6.43,147,player,0.3687,1219.3,606.68,1274.54,628.55
148,6.43,29,player,0.2048,1215.68,623.56,1273.15,650.79
148,6.43,60,player,0.2099,793.16,634.63,822.74,663.82
148,6.43,98,player,0.4141,396.55,423.63,430.37,443.15
149,6.48,3,player,0.2906,569.65,0.05,590.27,21.46
149,6.48,8,player,0.5032,37.82,133.41,84.7,157.41
149,6.48,140,player,0.7955,561.86,267.09,588.44,288.97
149,6.48,110,player,0.6798,406.58,237.4,428.3,263.15
149,6.48,147,player,0.4196,1219.26,606.58,1274.06,628.3
149,6.48,29,player,0.2277,1215.77,623.58,1272.99,650.62
149,6.48,60,player,0.3162,793.09,634.63,822.74,663.79
149,6.48,98,player,0.7433,390.17,420.64,427.05,442.16
149,6.48,113,player,0.7069,334.5,322.67,377.42,346.54
149,6.48,2,player,0.6754,472.04,505.51,509.9,531.42
149,6.48,148,player,0.5188,714.63,191.58,733.81,212.52
149,6.48,135,player,0.4179,447.34,205.93,487.23,252.08
149,6.48,129,player,0.6796,591.36,439.31,615.24,457.4
149,6.48,132,player,0.5868,497.68,351.43,528.18,373.43
150,6.52,3,player,0.3071,569.5,0.06,590.2,21.54
150,6.52,140,player,0.6962,557.57,266.84,587.52,291.28
150,6.52,110,player,0.6207,404.65,235.12,426.92,259.96
150,6.52,147,player,0.4645,1218.34,606.14,1274.11,628.31
150,6.52,29,player,0.5344,1215.99,623.95,1272.47,650.49
150,6.52,60,player,0.2754,792.94,634.28,822.85,663.66
150,6.52,98,player,0.5309,382.87,417.69,422.84,441.79
150,6.52,113,player,0.5255,329.44,319.86,375.47,345.36
150,6.52,2,player,0.3186,468.27,506.2,504.69,530.72
151,6.57,3,player,0.2071,569.38,0.08,590.2,21.67
151,6.57,140,player,0.738,554.81,266.36,586.38,292.03
151,6.57,110,player,0.8197,398.73,228.91,427.03,259.16
151,6.57,147,player,0.3981,1218.43,605.9,1273.55,627.88
151,6.57,29,player,0.4204,1215.64,623.82,1271.99,650.2
151,6.57,98,player,0.6763,377.74,415.6,419.39,441.51
151,6.57,113,player,0.8327,324.0,317.21,373.11,344.6
151,6.57,2,player,0.7203,464.48,507.01,501.34,531.06
151,6.57,135,player,0.4072,434.37,195.98,474.09,240.85
151,6.57,129,player,0.7074,584.69,435.79,611.2,455.15
151,6.57,132,player,0.5775,487.8,349.54,521.39,373.08
152,6.61,3,player,0.4292,569.36,0.11,590.43,21.99
152,6.61,140,player,0.4423,552.15,265.69,585.34,293.01
152,6.61,110,player,0.7983,392.67,221.71,428.0,258.48
152,6.61,147,player,0.5007,1218.06,605.44,1272.24,627.04
152,6.61,29,player,0.5134,1213.48,622.01,1272.41,649.72
152,6.61,98,player,0.5869,374.28,414.78,415.91,441.19
152,6.61,113,player,0.7323,318.07,314.77,369.07,343.82
152,6.61,2,player,0.3553,460.11,507.33,497.51,531.16
152,6.61,135,player,0.5326,427.09,192.0,465.67,233.9
152,6.61,129,player,0.2062,580.85,434.7,609.34,455.03
152,6.61,132,player,0.2043,481.37,348.15,516.94,372.93
153,6.65,3,player,0.3631,569.2,0.11,590.68,22.47
153,6.65,140,player,0.7125,550.5,265.03,582.78,291.82
153,6.65,110,player,0.8269,387.39,215.65,428.26,257.15
153,6.65,147,player,0.4884,1217.53,605.08,1270.92,626.38
153,6.65,29,player,0.5344,1212.53,621.55,1270.92,649.0
153,6.65,98,player,0.8052,372.2,414.48,412.25,439.96
153,6.65,113,player,0.3937,311.99,311.4,364.14,342.08
153,6.65,2,player,0.3499,455.2,506.57,494.13,531.15
153,6.65,135,player,0.8341,421.01,186.47,456.8,224.09
153,6.65,129,player,0.4561,578.34,433.56,607.79,454.46
153,6.65,132,player,0.4465,474.82,347.21,511.68,373.19
153,6.65,8,player,0.6181,39.77,134.1,86.89,158.2
154,6.7,3,player,0.2785,569.47,0.17,591.1,22.85
154,6.7,140,player,0.4728,546.15,263.75,577.36,290.2
154,6.7,110,player,0.688,382.72,208.83,428.83,254.9
154,6.7,29,player,0.2734,1211.4,621.26,1269.41,648.51
154,6.7,98,player,0.7625,369.68,414.21,408.79,438.92
154,6.7,2,player,0.4929,450.77,506.14,489.63,530.71
154,6.7,135,player,0.3191,415.28,183.31,451.88,220.36
154,6.7,129,player,0.651,575.17,432.32,604.66,453.33
154,6.7,132,player,0.669,469.67,347.73,506.62,374.12
154,6.7,158,player,0.3383,40.12,87.52,80.24,114.86
154,6.7,159,player,0.4024,524.25,98.91,559.08,127.36
154,6.7,8,player,0.4013,40.61,134.18,87.91,158.34
155,6.74,3,player,0.2065,569.61,0.22,591.37,23.23
155,6.74,110,player,0.3136,378.82,202.89,427.17,250.57
155,6.74,98,player,0.7929,365.45,412.71,404.57,437.38
155,6.74,2,player,0.76,444.49,505.16,483.1,529.99
155,6.74,135,player,0.4332,413.67,178.66,452.21,217.89
155,6.74,129,player,0.8259,571.97,431.02,600.58,451.74
155,6.74,132,player,0.7102,467.44,350.36,501.97,374.59
155,6.74,159,player,0.3824,523.47,99.36,558.57,127.98
155,6.74,113,player,0.6091,308.39,305.39,356.01,333.73
156,6.78,3,player,0.2701,569.55,0.28,591.66,23.88
156,6.78,98,player,0.5015,361.51,411.23,400.76,435.96
156,6.78,2,player,0.5468,439.28,504.78,476.8,529.27
156,6.78,135,player,0.3661,410.05,175.16,448.59,214.41
156,6.78,132,player,0.7836,464.23,351.52,498.27,374.8
156,6.78,113,player,0.6933,306.65,303.03,352.74,330.46
157,6.83,3,player,0.3372,569.39,0.29,591.79,24.48
157,6.83,98,player,0.7435,357.97,410.05,396.51,434.35
157,6.83,2,player,0.7694,436.13,504.38,472.9,528.3
157,6.83,135,player,0.2185,406.39,172.34,442.67,209.36
157,6.83,132,player,0.7059,460.7,351.59,495.17,374.54
157,6.83,113,player,0.7585,304.95,301.4,349.83,327.76
157,6.83,140,player,0.4983,534.75,257.33,568.83,287.2
157,6.83,29,player,0.3544,1208.01,619.6,1263.28,645.43
157,6.83,158,player,0.4439,44.79,89.42,85.06,116.83
157,6.83,8,player,0.5956,44.43,135.47,91.18,159.35
157,6.83,110,player,0.4884,379.51,191.79,422.05,232.7
157,6.83,129,player,0.428,564.05,428.44,592.37,449.6
157,6.83,159,player,0.4123,520.39,100.48,555.25,128.7
158,6.87,3,player,0.2451,569.29,0.16,592.33,25.36
158,6.87,98,player,0.4368,354.61,409.17,391.16,432.25
158,6.87,2,player,0.5755,432.39,503.33,470.11,527.65
158,6.87,132,player,0.4951,456.68,351.56,491.58,374.25
158,6.87,113,player,0.3783,302.31,299.94,346.31,325.27
158,6.87,140,player,0.5737,531.4,254.71,566.85,286.43
158,6.87,158,player,0.3863,46.38,89.98,86.49,117.27
158,6.87,8,player,0.2312,46.49,135.77,93.23,159.66
158,6.87,110,player,0.8597,377.83,175.0,428.51,223.61
158,6.87,159,player,0.3947,518.3,100.62,553.44,128.85
159,6.91,3,player,0.5109,569.52,0.24,592.98,26.29
159,6.91,98,player,0.3944,351.02,408.12,384.79,429.44
159,6.91,2,player,0.7649,428.11,502.61,466.22,526.9
159,6.91,132,player,0.5453,452.51,351.69,487.01,373.73
159,6.91,113,player,0.2764,299.12,298.24,342.85,323.04
159,6.91,140,player,0.76,528.76,252.53,565.64,285.97
159,6.91,158,player,0.3096,48.14,90.72,88.13,117.96
159,6.91,8,player,0.4208,48.85,136.42,95.23,160.14
159,6.91,110,player,0.8559,376.16,167.79,428.8,218.52
159,6.91,159,player,0.3074,516.03,100.97,550.68,128.58
159,6.91,167,player,0.556,685.35,183.97,715.04,206.9
159,6.91,29,player,0.4083,1203.19,616.75,1258.99,642.86
160,6.96,3,player,0.5784,569.31,0.29,593.54,27.6
160,6.96,98,player,0.3683,348.63,406.58,380.32,426.47
160,6.96,2,player,0.8172,423.67,501.7,462.21,526.0
160,6.96,132,player,0.695,447.94,351.64,481.81,373.11
160,6.96,113,player,0.6978,295.38,296.85,338.32,321.02
160,6.96,140,player,0.8551,526.59,250.78,564.97,285.94
160,6.96,110,player,0.8521,376.74,173.97,422.51,216.98
160,6.96,159,player,0.6611,513.21,101.15,547.82,128.56
160,6.96,167,player,0.674,684.65,183.33,715.1,206.88
160,6.96,169,player,0.4817,1206.95,598.52,1255.69,618.79
160,6.96,29,player,0.5528,1200.78,615.57,1256.35,641.55
160,6.96,135,player,0.6084,394.73,162.17,426.37,193.65
160,6.96,129,player,0.437,553.81,425.52,585.82,449.27
161,7.0,3,player,0.5629,569.2,0.27,594.06,28.79
161,7.0,98,player,0.6204,347.25,405.06,377.53,423.62
161,7.0,2,player,0.7926,418.78,500.43,457.26,524.52
161,7.0,132,player,0.5543,442.95,351.75,475.16,372.24
161,7.0,113,player,0.6116,293.73,295.97,334.46,318.59
161,7.0,140,player,0.8769,524.99,249.31,564.41,285.71
161,7.0,110,player,0.605,372.25,166.2,425.41,215.75
161,7.0,159,player,0.3845,510.48,101.36,544.84,128.43
161,7.0,167,player,0.7178,682.72,182.75,713.33,206.52
161,7.0,169,player,0.6095,1204.0,597.1,1252.64,617.33
161,7.0,29,player,0.4266,1198.15,614.28,1253.59,640.27
161,7.0,129,player,0.5278,549.73,424.23,584.6,450.01
161,7.0,158,player,0.2984,53.76,92.85,92.6,119.25
162,7.04,3,player,0.7313,568.97,0.21,594.59,30.21
162,7.04,98,player,0.438,345.43,403.39,375.37,421.36
162,7.04,2,player,0.4938,413.93,499.86,450.81,522.87
162,7.04,140,player,0.8819,523.98,248.53,563.77,285.53
162,7.04,110,player,0.8144,368.97,173.66,414.03,213.93
162,7.04,159,player,0.6856,507.71,101.78,542.09,128.87
162,7.04,167,player,0.6291,681.23,182.42,710.46,205.28
162,7.04,169,player,0.3398,1201.81,596.55,1248.83,616.09
162,7.04,29,player,0.2061,1195.63,613.41,1250.21,638.99
162,7.04,129,player,0.71,547.78,422.96,583.18,449.01
162,7.04,158,player,0.213,56.56,93.93,95.07,120.09
162,7.04,135,player,0.3593,386.2,153.31,422.04,187.81
163,7.09,3,player,0.7445,569.07,0.25,595.43,31.88
163,7.09,98,player,0.5828,342.67,401.42,373.95,419.92
163,7.09,2,player,0.5387,407.87,498.91,442.54,520.57
163,7.09,140,player,0.8787,523.77,248.27,562.45,284.62
163,7.09,167,player,0.4214,678.91,182.07,706.77,204.18
163,7.09,129,player,0.6674,545.79,421.91,582.6,449.32
163,7.09,158,player,0.2817,59.65,95.51,97.86,121.48
163,7.09,135,player,0.2797,381.0,150.99,416.77,184.39
163,7.09,8,player,0.4372,58.91,140.06,105.0,163.76
163,7.09,132,player,0.3188,436.69,351.13,467.31,370.28
164,7.13,3,player,0.6381,569.04,0.23,596.22,33.69
164,7.13,140,player,0.8131,524.28,247.96,560.71,282.72
164,7.13,167,player,0.3917,675.98,182.15,702.14,203.37
164,7.13,158,player,0.3205,63.1,97.0,100.65,122.52
164,7.13,174,player,0.3673,994.82,0.12,1031.11,24.47
164,7.13,8,player,0.4963,62.03,141.48,107.95,165.26
164,7.13,132,player,0.5196,433.28,350.2,465.39,370.05
164,7.13,159,player,0.4045,502.8,103.39,537.55,130.99
165,7.17,3,player,0.6651,568.97,0.24,596.7,35.32
165,7.17,140,player,0.8063,525.08,247.87,558.27,280.29
165,7.17,167,player,0.5958,673.43,182.08,699.51,203.73
165,7.17,158,player,0.4775,66.37,98.24,103.86,123.77
165,7.17,174,player,0.3215,992.95,0.15,1031.29,25.95
165,7.17,8,player,0.5427,65.68,142.96,110.68,166.34
165,7.17,132,player,0.7166,429.16,348.99,463.3,369.99
165,7.17,110,player,0.5984,363.99,171.95,401.8,204.17
165,7.17,169,player,0.5569,1191.74,592.05,1238.82,611.64
165,7.17,29,player,0.5108,1185.24,608.4,1239.76,634.04
165,7.17,98,player,0.247,334.69,396.45,369.03,417.01
165,7.17,2,player,0.3422,401.44,496.38,435.12,516.84
166,7.22,3,player,0.6841,569.16,0.28,597.73,37.24
166,7.22,140,player,0.4666,525.97,247.81,554.92,276.82
166,7.22,167,player,0.5009,670.56,182.34,696.7,204.66
166,7.22,174,player,0.3674,988.57,0.26,1030.01,28.31
166,7.22,8,player,0.3337,68.27,143.39,114.92,167.91
166,7.22,132,player,0.5321,425.17,348.03,461.28,370.24
166,7.22,2,player,0.6962,397.94,495.32,432.28,515.67
166,7.22,129,player,0.4267,539.1,418.37,574.04,445.38
167,7.26,3,player,0.7605,569.32,0.22,598.77,39.22
167,7.26,174,player,0.2985,984.69,0.24,1028.8,30.34
167,7.26,8,player,0.3845,72.71,145.34,117.94,169.28
167,7.26,2,player,0.6464,394.47,493.74,430.26,514.61
167,7.26,158,player,0.4771,73.3,101.39,110.47,126.78
168,7.3,3,player,0.7979,569.3,0.34,599.4,41.3
168,7.3,174,player,0.3626,980.56,0.29,1027.62,32.8
168,7.3,8,player,0.4426,77.32,147.06,121.63,170.68
168,7.3,2,player,0.7089,389.42,491.63,427.84,514.05
168,7.3,158,player,0.3534,77.12,103.05,114.12,128.4
168,7.3,159,player,0.3677,497.88,107.11,535.27,136.46
168,7.3,110,player,0.6093,342.91,139.73,411.71,201.6
168,7.3,98,player,0.3353,325.89,390.23,363.49,413.28
169,7.35,3,player,0.8079,569.58,0.28,600.4,43.45
169,7.35,174,player,0.5533,976.08,0.36,1025.37,35.02
169,7.35,8,player,0.4103,81.81,148.67,125.17,171.93
169,7.35,2,player,0.3466,383.92,489.3,423.78,512.86
169,7.35,158,player,0.2506,81.58,105.25,117.56,129.91
169,7.35,187,player,0.561,1090.56,8.75,1130.73,43.72
169,7.35,159,player,0.7111,496.33,108.04,534.95,137.9
170,7.39,3,player,0.7916,569.56,0.25,601.22,45.81
170,7.39,174,player,0.3741,972.11,0.49,1023.76,37.58
170,7.39,2,player,0.3394,380.7,487.36,418.3,510.03
170,7.39,159,player,0.3877,494.45,108.91,534.23,139.21
170,7.39,98,player,0.3101,323.38,386.94,360.05,409.55
171,7.43,3,player,0.798,569.81,0.56,601.94,48.09
171,7.43,174,player,0.4603,969.5,2.15,1021.08,40.04
171,7.43,2,player,0.7533,378.91,485.58,416.03,508.2
171,7.43,159,player,0.6262,492.06,109.42,533.21,140.43
171,7.43,98,player,0.5868,322.65,385.19,359.63,408.0
171,7.43,169,player,0.3891,1167.27,582.04,1214.98,602.13
171,7.43,8,player,0.4238,90.04,151.73,132.06,174.34
171,7.43,158,player,0.3889,90.68,109.81,125.56,133.7
171,7.43,187,player,0.4331,1083.49,13.64,1123.02,48.03
172,7.48,3,player,0.7765,570.41,0.94,602.93,50.46
172,7.48,174,player,0.5746,966.92,4.48,1017.78,42.75
172,7.48,2,player,0.6206,377.6,484.45,413.18,506.04
172,7.48,159,player,0.4155,489.44,110.17,531.1,141.4
172,7.48,98,player,0.3274,321.87,383.73,358.45,406.23
172,7.48,187,player,0.5998,1079.57,16.56,1118.82,50.68
172,7.48,140,player,0.5434,519.43,244.14,545.54,269.81
173,7.52,3,player,0.7973,570.57,0.59,604.13,53.28
173,7.52,174,player,0.5934,965.53,7.79,1013.78,45.02
173,7.52,2,player,0.7269,375.9,482.74,411.42,504.1
173,7.52,98,player,0.6207,320.71,382.34,356.71,404.43
173,7.52,187,player,0.734,1076.18,19.83,1114.93,53.52
173,7.52,140,player,0.5589,519.39,243.68,545.93,269.45
173,7.52,8,player,0.4064,99.57,155.08,140.7,177.39
174,7.57,3,player,0.7251,570.49,1.48,604.07,55.86
174,7.57,174,player,0.6269,962.86,10.33,1010.17,47.75
174,7.57,2,player,0.3758,373.45,480.96,409.65,502.57
174,7.57,187,player,0.6307,1072.35,22.82,1110.39,55.83
174,7.57,140,player,0.268,520.07,243.78,546.43,269.23
174,7.57,204,player,0.4955,613.21,0.12,638.99,29.96
174,7.57,205,player,0.3759,708.64,0.28,733.96,43.85
174,7.57,8,player,0.338,103.55,156.46,144.87,179.09
174,7.57,159,player,0.3792,484.99,112.32,523.3,141.07
175,7.61,3,player,0.7354,571.84,5.45,603.74,58.39
175,7.61,174,player,0.6647,960.4,13.05,1006.39,50.34
175,7.61,2,player,0.7125,371.96,479.21,407.56,500.21
175,7.61,187,player,0.5516,1068.94,25.59,1106.64,58.37
175,7.61,204,player,0.4478,611.98,0.25,639.97,32.78
175,7.61,205,player,0.3785,707.23,0.32,734.15,46.79
176,7.65,3,player,0.6394,572.68,8.62,603.62,61.24
176,7.65,174,player,0.6554,958.25,16.67,1002.03,52.92
176,7.65,2,player,0.5946,369.16,477.5,404.86,498.49
176,7.65,187,player,0.7604,1065.39,29.17,1102.27,61.29
176,7.65,204,player,0.5612,610.74,0.41,640.64,35.45
176,7.65,205,player,0.4317,705.54,0.25,734.09,49.85
176,7.65,214,player,0.4012,730.25,0.28,751.8,54.2
177,7.7,3,player,0.6727,573.38,11.35,603.56,63.83
177,7.7,174,player,0.6123,956.25,20.11,998.15,55.59
177,7.7,187,player,0.6041,1061.56,32.25,1097.94,63.97
177,7.7,204,player,0.734,609.39,0.17,641.71,38.54
177,7.7,205,player,0.6522,703.8,0.27,733.65,52.57
177,7.7,214,player,0.5994,728.71,0.24,751.31,56.95
177,7.7,219,player,0.5741,743.37,0.91,765.44,54.92
177,7.7,220,player,0.4965,682.84,0.11,701.81,58.68
177,7.7,8,player,0.3695,118.3,162.09,157.88,183.94
177,7.7,159,player,0.3444,481.4,117.64,513.68,140.82
178,7.74,3,player,0.709,574.48,16.34,602.78,66.51
178,7.74,174,player,0.6495,953.66,23.48,994.16,58.47
178,7.74,187,player,0.6985,1057.31,35.5,1093.1,66.7
178,7.74,204,player,0.7577,608.0,0.06,642.85,42.2
178,7.74,205,player,0.685,702.66,2.44,732.72,55.77
178,7.74,214,player,0.6405,727.73,2.5,750.58,60.05
178,7.74,219,player,0.4501,742.55,3.64,764.64,57.7
178,7.74,220,player,0.5359,681.87,1.97,701.24,61.57
179,7.78,3,player,0.6759,575.4,19.95,602.93,69.7
179,7.78,174,player,0.697,950.82,26.53,990.28,61.32
179,7.78,187,player,0.7292,1053.14,38.44,1088.55,69.38
179,7.78,204,player,0.7512,607.88,1.65,642.87,44.85
179,7.78,205,player,0.6375,702.25,5.89,731.36,58.12
179,7.78,214,player,0.5892,726.98,6.26,749.45,63.06
179,7.78,219,player,0.3545,741.53,7.25,763.48,61.02
179,7.78,220,player,0.4626,680.91,5.38,700.32,64.76
180,7.83,3,player,0.7832,576.78,25.19,602.62,72.47
180,7.83,174,player,0.4072,948.19,29.76,986.36,64.16
180,7.83,187,player,0.4775,1049.18,41.64,1084.09,72.22
180,7.83,204,player,0.7372,608.11,4.72,642.75,48.5
180,7.83,205,player,0.7576,701.65,9.24,730.31,61.41
180,7.83,214,player,0.6797,725.99,9.69,748.11,65.82
180,7.83,219,player,0.5774,740.54,10.79,762.34,64.27
180,7.83,220,player,0.6421,680.88,9.02,700.23,67.81
181,7.87,3,player,0.7273,577.73,29.16,602.58,75.25
181,7.87,174,player,0.4429,945.63,33.34,982.36,67.1
181,7.87,187,player,0.5009,1045.29,45.14,1079.22,74.84
181,7.87,204,player,0.7571,608.91,8.17,642.23,51.32
181,7.87,205,player,0.6948,700.66,12.79,728.75,64.66
181,7.87,214,player,0.6591,724.99,13.37,746.7,68.75
181,7.87,219,player,0.5281,739.26,14.48,760.62,66.91
181,7.87,220,player,0.5414,680.47,12.55,699.73,70.48
181,7.87,159,player,0.5561,473.35,124.51,504.26,146.04
182,7.91,3,player,0.6101,578.32,32.6,602.53,77.98
182,7.91,204,player,0.7538,609.74,11.86,641.45,53.89
182,7.91,205,player,0.6332,700.01,16.29,727.35,67.53
182,7.91,214,player,0.6329,724.12,16.88,745.54,71.72
182,7.91,219,player,0.3846,738.13,18.15,759.15,69.71
182,7.91,220,player,0.5819,678.71,16.07,697.72,73.2
182,7.91,237,player,0.3965,359.57,464.33,390.83,483.16
183,7.96,3,player,0.672,579.06,35.86,602.8,80.78
183,7.96,204,player,0.7107,610.21,15.61,641.15,57.66
183,7.96,205,player,0.6166,699.67,20.02,726.09,70.29
183,7.96,214,player,0.5464,723.15,20.53,744.07,74.39
183,7.96,219,player,0.4013,737.28,21.82,757.97,72.5
183,7.96,220,player,0.4068,677.37,19.75,696.04,76.11
183,7.96,240,player,0.5107,336.56,136.32,377.43,171.47
183,7.96,140,player,0.3556,513.53,238.86,535.85,259.96
183,7.96,174,player,0.36,940.69,39.91,975.56,72.65
183,7.96,187,player,0.451,1036.87,51.91,1069.92,80.91
184,8.0,3,player,0.5617,579.67,39.25,602.95,83.51
184,8.0,204,player,0.6411,610.87,19.42,640.63,60.85
184,8.0,205,player,0.6077,699.01,23.87,724.87,73.74
184,8.0,214,player,0.6425,722.3,24.36,742.75,77.34
184,8.0,219,player,0.3186,736.27,25.4,756.9,75.8
184,8.0,220,player,0.5288,677.06,23.39,695.44,78.89
184,8.0,140,player,0.497,513.08,238.57,536.44,260.23
184,8.0,187,player,0.2623,1033.03,54.91,1065.57,83.51
185,8.04,3,player,0.7428,580.46,42.25,603.49,86.54
185,8.04,204,player,0.6945,611.65,23.27,640.26,64.04
185,8.04,205,player,0.7014,698.68,27.43,723.98,77.09
185,8.04,214,player,0.6158,721.4,27.77,741.7,80.7
185,8.04,219,player,0.5225,735.12,29.03,755.52,78.81
185,8.04,220,player,0.687,676.32,27.04,694.38,81.81
185,8.04,140,player,0.4945,513.06,238.88,537.12,260.71
185,8.04,187,player,0.3284,1028.99,58.02,1061.21,86.43
185,8.04,174,player,0.4937,934.53,46.38,968.29,78.87
186,8.09,3,player,0.6933,580.1,41.97,604.27,89.25
186,8.09,204,player,0.7005,612.12,26.77,639.75,67.09
186,8.09,205,player,0.6358,698.53,31.21,723.08,80.1
186,8.09,214,player,0.6209,720.67,31.39,740.44,83.21
186,8.09,219,player,0.4655,734.24,32.63,754.26,81.39
186,8.09,220,player,0.6948,675.85,30.78,693.64,84.88
186,8.09,140,player,0.5805,512.63,239.96,537.55,262.15
186,8.09,187,player,0.2466,1024.55,60.94,1056.48,89.1
186,8.09,174,player,0.298,931.67,49.99,963.97,81.64
187,8.13,3,player,0.7032,581.51,48.05,603.95,92.08
187,8.13,204,player,0.7509,612.83,30.61,639.14,69.83
187,8.13,205,player,0.527,698.42,34.91,721.93,82.24
187,8.13,214,player,0.6291,719.86,34.94,739.3,86.12
187,8.13,219,player,0.388,734.26,35.89,753.49,83.03
187,8.13,220,player,0.6468,675.42,34.47,692.92,87.69
187,8.13,140,player,0.6546,512.83,241.16,537.87,262.96
187,8.13,187,player,0.2932,1020.83,64.32,1052.11,92.03
187,8.13,159,player,0.4869,458.43,132.94,489.28,155.61
187,8.13,240,player,0.3981,344.29,142.68,368.48,162.83
188,8.17,3,player,0.7069,582.43,52.75,603.94,95.15
188,8.17,204,player,0.6228,613.33,34.3,638.89,73.22
188,8.17,205,player,0.5012,697.68,38.52,720.7,85.45
188,8.17,214,player,0.3906,719.17,38.79,738.25,88.96
188,8.17,220,player,0.5248,675.11,37.94,692.36,90.46
188,8.17,140,player,0.3088,512.51,241.94,537.44,263.35
188,8.17,187,player,0.2109,1016.56,67.12,1047.66,94.75
188,8.17,159,player,0.5396,458.12,134.65,485.84,156.27
189,8.22,3,player,0.6714,583.09,56.89,603.91,98.01
189,8.22,204,player,0.5843,613.97,38.07,638.19,75.57
189,8.22,205,player,0.5228,696.77,42.13,719.46,89.02
189,8.22,214,player,0.4844,718.33,42.24,737.08,91.6
189,8.22,220,player,0.554,674.83,41.53,691.98,93.57
189,8.22,140,player,0.7219,512.91,242.17,537.32,263.39
189,8.22,187,player,0.3341,1012.81,70.64,1042.86,97.4
189,8.22,159,player,0.5007,457.77,136.4,482.78,156.58
189,8.22,219,player,0.2696,732.21,42.93,750.9,88.99
190,8.26,3,player,0.6712,583.66,60.41,604.12,100.85
190,8.26,204,player,0.5822,614.39,41.8,638.02,78.93
190,8.26,205,player,0.3624,696.28,45.76,718.1,91.45
190,8.26,214,player,0.3639,716.81,45.99,735.39,94.81
190,8.26,220,player,0.5541,674.14,44.81,691.07,96.4
190,8.26,140,player,0.3944,513.27,242.65,536.07,262.8
190,8.26,159,player,0.4625,458.04,138.4,480.87,157.13
190,8.26,174,player,0.3029,920.05,62.98,949.88,92.85
191,8.3,3,player,0.5707,583.07,58.98,605.37,103.8
191,8.3,204,player,0.5333,614.71,45.57,637.81,82.55
191,8.3,205,player,0.5271,695.88,49.17,717.2,94.44
191,8.3,214,player,0.4144,715.63,49.09,734.09,97.59
191,8.3,220,player,0.5601,673.43,48.51,690.13,99.18
191,8.3,187,player,0.2624,1004.55,76.6,1034.53,103.54
192,8.35,3,player,0.5269,583.95,63.69,605.22,106.62
192,8.35,204,player,0.6727,615.13,48.89,637.79,85.81
192,8.35,205,player,0.5584,695.27,52.41,716.33,97.69
192,8.35,214,player,0.5528,715.12,52.52,733.26,100.4
192,8.35,220,player,0.6118,673.43,51.82,690.09,102.11
192,8.35,219,player,0.3155,727.64,53.03,746.37,99.05
193,8.39,3,player,0.6293,583.7,63.44,606.04,109.35
193,8.39,204,player,0.7242,615.46,52.42,637.35,88.56
193,8.39,205,player,0.6364,694.63,55.93,715.11,100.43
193,8.39,214,player,0.607,714.43,56.06,732.31,103.59
193,8.39,220,player,0.6432,673.27,55.52,689.7,104.74
193,8.39,219,player,0.4998,726.6,56.79,745.08,102.1
193,8.39,174,player,0.353,911.59,73.05,939.39,101.57
193,8.39,187,player,0.3344,997.44,83.03,1026.23,109.16
194,8.43,3,player,0.5904,585.33,71.03,605.33,112.08
194,8.43,204,player,0.6488,615.95,55.94,637.02,91.19
194,8.43,205,player,0.4444,694.1,59.36,714.04,103.24
194,8.43,214,player,0.4359,713.35,59.55,730.94,106.32
194,8.43,220,player,0.6624,672.73,58.96,689.14,107.65
194,8.43,219,player,0.3949,725.56,60.2,743.92,105.13
195,8.48,3,player,0.5454,585.19,70.9,606.37,114.85
195,8.48,204,player,0.6197,616.27,59.35,636.75,93.96
195,8.48,214,player,0.2658,713.2,63.33,730.31,108.72
195,8.48,220,player,0.6834,672.06,62.29,688.42,110.67
195,8.48,140,player,0.4074,513.93,244.34,533.35,261.99
196,8.52,3,player,0.7188,585.38,70.79,607.67,117.59
196,8.52,204,player,0.6552,616.37,62.97,636.72,97.66
196,8.52,214,player,0.4899,712.32,66.5,729.27,111.33
196,8.52,220,player,0.6026,671.85,65.64,688.08,113.39
196,8.52,249,player,0.461,460.71,149.78,477.31,167.84
196,8.52,140,player,0.2945,512.09,244.66,531.96,262.5
196,8.52,174,player,0.2875,903.08,82.23,929.97,110.39
196,8.52,205,player,0.3185,693.18,66.26,712.05,108.01
197,8.57,3,player,0.7476,586.25,74.18,607.94,120.1
197,8.57,204,player,0.6752,616.83,66.25,636.47,100.01
197,8.57,214,player,0.5674,711.68,69.59,728.34,113.75
197,8.57,220,player,0.6937,671.57,69.09,687.55,116.0
197,8.57,249,player,0.4595,461.3,151.2,477.58,168.88
197,8.57,140,player,0.5308,510.69,244.86,531.5,263.28
197,8.57,205,player,0.5052,692.56,69.29,711.28,111.14
198,8.61,3,player,0.6324,587.07,78.15,608.11,122.74
198,8.61,204,player,0.6865,617.19,69.56,636.41,102.84
198,8.61,214,player,0.35,710.28,72.63,726.95,116.93
198,8.61,220,player,0.6397,671.29,72.47,687.19,118.91
198,8.61,140,player,0.5063,510.27,245.04,532.31,264.32
198,8.61,219,player,0.4223,721.93,73.33,739.33,116.14
199,8.65,3,player,0.5273,587.3,80.92,608.05,125.2
199,8.65,204,player,0.6902,617.07,72.65,636.4,106.44
